address,suburb,price,bedrooms,bathrooms,car_garage,sqft_lot,sqft_living,year_built,date_sold,zipcode,latitude,longitude
1 Horsemans View,Roleystone,670000,5,2,7.0,2783,284,2011.0,01/2019,6111,-32.13753366,116.0867356
1 Hulbert Street,South Fremantle,1200000,4,2,3.0,455,103,1965.0,01/2018,6162,-32.07436,115.75525
1 Huntington Road,Coogee,910000,3,3,2.0,706,280,1986.0,02/2019,6166,-32.11466,115.76909
1 Hydra Close,Rockingham,340000,3,1,2.0,725,105,1970.0,01/2019,6168,-32.29327,115.73428
1 Hynes Road,Dalkeith,1800000,4,2,2.0,1072,233,1985.0,02/2015,6009,-31.9961478,115.7896847
1 INGODA LINK,Baldivis,650000,5,1,,719,278,2013.0,05/2020,6171,-32.34367531,115.814739
1 Ingot Lane,Harrisdale,492000,4,2,2.0,446,197,2008.0,09/2020,6112,-32.11452587,115.9296236
1 Iona Place,Cannington,543800,4,2,2.0,527,158,1996.0,11/2017,6107,-32.01165,115.93722
1 Irma Way,Butler,360000,4,2,2.0,568,151,2006.0,04/2020,6036,-31.64276,115.70605
1 Ironcap Grove,Wandi,305000,4,2,2.0,439,185,2015.0,06/2015,6167,-32.20048161,115.8608325
1 Ivythorne Grove,Kiara,210000,3,1,2.0,534,125,1992.0,09/2013,6054,-31.88213,115.93384
1 Jacolite Street,Darch,530000,4,2,2.0,597,211,2006.0,08/2019,6065,-31.81164307,115.8494115
1 Jade Grove,Edgewater,480000,4,2,2.0,723,185,1982.0,02/2017,6027,-31.76818,115.78316
1 Jaffa Close,Seville Grove,375000,3,2,2.0,647,129,1994.0,10/2016,6112,-32.145346,115.9854452
1 Jamaican Road,Safety Bay,372500,3,2,1.0,688,160,1980.0,09/2017,6169,-32.30719,115.74437
1 Jameson Street,Mosman Park,980000,3,2,2.0,1140,135,1989.0,09/2017,6012,-32.01677624,115.7666944
1 Jaraba Avenue,Gooseberry Hill,1400000,3,2,1.0,2819,189,1920.0,12/2015,6076,-31.96416265,116.0464413
1 Jarrah Lane,Mount Claremont,1210000,3,2,2.0,309,220,2002.0,12/2020,6010,-31.96853,115.79211
1 Jaywick Close,Safety Bay,435000,4,2,,565,214,1997.0,07/2017,6169,-32.30164,115.72676
1 Jecks Street,Maida Vale,508000,4,2,2.0,561,199,2003.0,09/2020,6057,-31.95706,116.01909
1 Jeffrey Loop,Brookdale,315000,4,2,2.0,330,123,2014.0,03/2017,6112,-32.16939481,116.0083618
1 Jib Court,Ocean Reef,740000,3,2,,848,215,1989.0,07/2020,6027,-31.76898,115.7423
1 Jindabyne Street,Hilbert,493000,4,2,2.0,475,185,,07/2014,6112,-32.163197,115.9916304
1 Johnson Avenue,Guildford,561000,2,1,2.0,357,151,1900.0,10/2019,6055,-31.90124079,115.9694943
1 Jolimont Terrace,Jolimont,1100000,3,1,1.0,466,172,1920.0,06/2014,6014,-31.94424,115.81145
1 Josbury Corner,Carramar,605000,4,2,2.0,702,238,,02/2017,6031,-31.70727,115.79412
1 Jura Court,Duncraig,575000,3,1,1.0,739,129,1980.0,07/2018,6023,-31.83222514,115.7803186
1 Jurien Close,Warnbro,301000,4,2,1.0,714,104,1993.0,09/2018,6169,-32.33479,115.76476
1 Kadi Court,Marangaroo,380000,3,1,2.0,486,116,1990.0,07/2017,6064,-31.83453,115.84549
1 Kalara Road,Koongamia,350000,3,1,1.0,692,96,1955.0,12/2014,6056,-31.9068,116.03943
1 Kalara Way,Koongamia,172000,3,2,1.0,729,135,2003.0,09/2005,6056,-31.90621,116.03842
1 Kalbarri Pass,Jane Brook,725000,4,2,2.0,641,239,2015.0,09/2016,6056,-31.86176396,116.0570848
1 Kangaroo Entrance,Stratton,255000,3,1,2.0,539,90,1994.0,10/2019,6056,-31.86161,116.03936
1 Kartner Road,Tapping,500000,4,2,2.0,652,191,2006.0,01/2019,6065,-31.72592,115.79928
1 Kennack Vista,Atwell,617500,4,2,2.0,723,226,,04/2018,6164,-32.1418,115.86899
1 Kensington Street,Bellevue,520000,3,2,4.0,837,167,1999.0,03/2014,6056,-31.89893997,116.0338253
1 Kent Street,Viveash,300000,3,1,2.0,850,104,1969.0,03/2010,6056,-31.87724,116.00034
1 Kevin Street,Stoneville,533000,3,1,4.0,2024,167,1980.0,07/2014,6081,-31.8751,116.18084
1 Kilmurray Elbow,Huntingdale,415000,4,2,2.0,600,137,2002.0,04/2020,6110,-32.08833,115.95745
1 Kinkuna Way,City Beach,1645000,5,4,2.0,778,333,1974.0,09/2016,6015,-31.91382,115.76336
1 Kirkcolm Way,Warwick,655000,4,2,2.0,702,173,1982.0,02/2018,6024,-31.84202,115.79866
1 Kirke Cove,Merriwa,307000,4,2,2.0,462,149,2002.0,03/2018,6030,-31.663017,115.707587
1 Kirkstall Way,Sawyers Valley,405000,2,1,2.0,1833,109,1981.0,01/2008,6074,-31.90062,116.19866
1 Knaphill Heights,Mirrabooka,458000,6,2,1.0,626,136,1989.0,08/2016,6061,-31.85597209,115.8720644
1 Kookaburra Terrace,Ballajura,335000,4,1,4.0,704,101,1990.0,06/2018,6066,-31.83531353,115.8907374
1 Kooralbyn Way,Connolly,745000,4,2,2.0,827,209,,09/2014,6027,-31.74313,115.75396
1 Kutcharo Crescent,Joondalup,451000,3,1,1.0,729,114,1989.0,03/2019,6027,-31.72359,115.75795
1 Kyby Place,Carramar,719000,4,2,2.0,611,268,2006.0,07/2020,6031,-31.70664144,115.7936456
1 Kyle Place,Swan View,726000,4,3,2.0,2002,470,1979.0,12/2016,6056,-31.89313,116.06577
1 Lambeth Mews,Mount Claremont,2150000,5,3,2.0,1047,375,2000.0,09/2016,6010,-31.96237,115.77813
1 Lanark Street,Menora,875000,2,1,2.0,660,421,1930.0,01/2007,6050,-31.91975,115.85612
1 Langham Street,Nedlands,1200000,4,2,4.0,540,213,2012.0,04/2019,6009,-31.9730632,115.8067066
1 Lark Court,Yangebup,325000,3,1,1.0,350,137,,07/2019,6164,-32.1212,115.81912
1 Lark Mews,Ballajura,550000,3,1,2.0,812,230,1989.0,03/2020,6066,-31.83355,115.88702
1 Lauder Place,Kinross,525000,4,2,2.0,628,192,1994.0,08/2017,6028,-31.71787,115.7355
1 Laughton Way,Leeming,577000,3,2,2.0,329,138,2010.0,12/2019,6149,-32.06656535,115.867969
1 Lee Street,Forrestfield,305000,3,1,1.0,363,109,1981.0,01/2020,6058,-31.9957545,116.0121594
1 Leigh Court,Marangaroo,410000,3,1,1.0,474,120,,12/2016,6064,-31.83019,115.82905
1 Lena Street,Beckenham,385000,4,1,1.0,771,121,1984.0,01/2017,6107,-32.01824223,115.9549288
1 Lennoxtown Road,Duncraig,650000,5,2,1.0,701,179,1977.0,08/2020,6023,-31.83236,115.78233
1 Letchworth Centre Avenue,Salter Point,1000000,4,1,,1012,255,2003.0,06/2020,6152,-32.02242817,115.8685716
1 Librizzi Parade,Sinagra,530000,4,2,2.0,654,239,2008.0,11/2016,6065,-31.73905101,115.8032831
1 Lilypond Court,Ascot,555000,5,1,2.0,279,172,1995.0,06/2014,6104,-31.92644,115.94743
1 Lindeman Heights,Ridgewood,430000,4,2,2.0,715,190,,09/2018,6030,-31.66911,115.72681
1 Linnett Brace,Darch,550000,4,2,2.0,545,208,2009.0,12/2019,6065,-31.81636,115.83881
1 Lintonmarc Drive,Redcliffe,555000,4,2,2.0,496,169,2000.0,01/2017,6104,-31.94431,115.94518
1 Litchfield Crescent,Carramar,565000,3,2,2.0,677,190,2005.0,01/2018,6031,-31.71023649,115.7965458
1 Little Lefroy Lane,South Fremantle,950000,3,2,,270,194,2000.0,07/2020,6162,-32.0676128,115.7545084
1 Lorient Close,Warnbro,800000,4,2,4.0,2706,224,1993.0,06/2020,6169,-32.32928,115.74599
1 Love Street,Myaree,625000,4,2,,422,149,2001.0,10/2020,6154,-32.04018283,115.8122838
1 Luhrs Court,Mundaring,675000,4,2,,2000,189,1996.0,12/2020,6073,-31.89239,116.17272
1 Luke Place,Ascot,580000,4,2,2.0,462,185,2003.0,10/2016,6104,-31.92521012,115.9497051
1 Lundy Cove,Kiara,365000,4,2,1.0,455,128,1992.0,11/2009,6054,-31.87956,115.93454
1 Macdonald Road,Applecross,990000,3,1,4.0,401,84,1966.0,07/2017,6153,-32.01132011,115.8343708
1 Mackie Place,Midvale,375000,4,2,1.0,404,121,1998.0,12/2012,6056,-31.89125,116.01903
1 Maidos Street,Ashfield,358000,3,2,1.0,450,122,1997.0,06/2006,6054,-31.91705,115.93365
1 MAJORELLE WAY,Eglinton,279500,4,2,,510,231,2015.0,09/2015,6034,-31.5962686,115.6726446
1 Mal Bay Court,Mindarie,660000,4,1,,712,200,1998.0,09/2020,6030,-31.69765942,115.7136665
1 Malcolm Street,North Beach,1980000,2,2,1.0,637,114,,08/2018,6020,-31.85717835,115.7526601
1 Maley Court,Ashfield,435000,4,2,2.0,600,129,1996.0,08/2006,6054,-31.91783,115.93908
1 Malibu Entrance,Iluka,1500000,5,4,2.0,639,467,2003.0,09/2016,6028,-31.73776993,115.7251695
1 Malone Mews,Clarkson,299000,4,2,2.0,758,154,1996.0,09/2019,6030,-31.67738,115.7139
1 Manhattan Concourse,Hilbert,445000,3,2,2.0,302,155,2016.0,07/2016,6112,-32.18057352,115.967516
1 Mannaw Place,Hillman,315000,4,2,1.0,709,164,1976.0,03/2009,6168,-32.2868,115.76235
1 Mannix Pass,Queens Park,500000,4,2,2.0,441,160,2002.0,06/2016,6107,-32.0070209,115.948271
1 Marconi Street,Morley,650000,3,1,2.0,801,240,2008.0,08/2020,6062,-31.888625,115.9260026
1 Mardja Loop,Mardella,270000,4,2,,3030,214,2000.0,10/2002,6125,-32.30817184,115.9838028
1 Margaret Road,Secret Harbour,700000,4,2,3.0,605,250,2007.0,10/2020,6173,-32.4137457,115.7499086
1 Marich Cove,Atwell,442000,3,1,2.0,652,115,1994.0,07/2019,6164,-32.13147,115.86607
1 Maritana Road,Kallaroo,470000,3,1,2.0,407,100,1978.0,10/2016,6025,-31.79102,115.74804
1 Marker Road,Ocean Reef,940250,5,3,2.0,860,330,1988.0,05/2017,6027,-31.76473,115.74294
1 Markham Place,Bentley,375000,3,1,3.0,504,81,1986.0,05/2018,6102,-32.00646397,115.9217265
1 Maroma Loop,Burns Beach,672500,4,2,2.0,501,209,2012.0,01/2019,6028,-31.7222495,115.7296768
1 Martin Avenue,Rivervale,400000,3,1,,363,90,1966.0,08/2020,6103,-31.95561853,115.916921
1 Mayhill Place,Craigie,445000,3,2,,684,117,1978.0,03/2017,6025,-31.79108,115.76201
1 McBain Court,Langford,468000,4,2,2.0,703,184,1970.0,02/2018,6147,-32.04082,115.95064
1 Mcdermott Road,Kwinana Town Centre,145700,3,2,,206,120,2015.0,08/2013,6167,-32.24286002,115.8161455
1 McKenna Glen,Mount Claremont,1050000,4,2,2.0,476,201,1992.0,12/2017,6010,-31.96734,115.78543
1 McKenzie Corner,Bertram,470000,4,2,2.0,646,279,2005.0,06/2016,6167,-32.254559,115.84725
1 McNairn Cross,Leda,325000,4,2,2.0,542,150,,06/2015,6170,-32.26589,115.80606
1 Meadow Place,Hocking,360000,3,1,1.0,680,114,1989.0,07/2020,6065,-31.76526876,115.8128791
1 Meares Avenue,Parmelia,220000,4,2,2.0,711,118,2013.0,06/2019,6167,-32.24019,115.81652
1 Mears Way,Hilbert,276000,3,2,,332,143,2015.0,03/2015,6112,-32.16528477,115.992528
1 Medawar Loop,Piara Waters,618000,4,2,,524,202,,12/2020,6112,-32.1310864,115.914088
1 Meldrum Loop,Bedfordale,330000,4,3,,4815,315,,03/2016,6112,-32.16944266,116.0568073
1 Melissa Street,Duncraig,950000,4,2,2.0,716,245,1983.0,10/2020,6023,-31.81784,115.7646
1 Melita Drive,Helena Valley,464000,3,2,2.0,276,110,2013.0,04/2017,6056,-31.91391044,116.0257407
1 Melrose Crescent,Menora,1365000,4,3,3.0,1317,293,1955.0,05/2018,6050,-31.92307875,115.8602822
1 Memorial Avenue,Baskerville,1500000,3,1,1.0,54696,100,1974.0,10/2009,6056,-31.80052281,116.0124171
1 Mercer Place,Thornlie,300000,3,1,2.0,675,90,1975.0,12/2019,6108,-32.06477,115.95752
1 Merley Crescent,City Beach,1720000,4,2,2.0,840,251,,07/2019,6015,-31.92445085,115.7696125
1 Merlot Court,The Vines,455000,4,2,,706,280,1995.0,10/2017,6069,-31.75004,116.00258
1 Milina Street,Hillman,278000,3,1,2.0,780,88,1977.0,12/2014,6168,-32.28523,115.75853
1 Mingara Avenue,Harrisdale,1200000,4,3,2.0,753,438,2009.0,04/2018,6112,-32.11547772,115.9347183
1 Mission Place,Cooloongup,430000,4,2,2.0,802,197,1992.0,09/2017,6168,-32.28851,115.769
1 Moira Mews,Stratton,365000,4,2,2.0,568,125,1995.0,06/2015,6056,-31.86279,116.04176
1 Monarch Way,Wattle Grove,486000,3,2,2.0,454,150,2012.0,11/2016,6107,-32.00507281,115.9905399
1 Montana Crescent,Dayton,430000,3,2,2.0,254,124,2014.0,09/2015,6055,-31.85779855,115.9686595
1 Montrose Way,Nollamara,300000,3,1,1.0,893,98,1992.0,07/2020,6061,-31.87969259,115.8371891
1 Moody Glen,Palmyra,740000,5,2,2.0,534,176,1998.0,09/2019,6157,-32.04923,115.78686
1 Moseley Drive,The Vines,859000,4,2,4.0,1638,315,2008.0,12/2018,6069,-31.76139342,115.9919991
1 Mosman Loop,Success,540000,4,2,2.0,545,199,2010.0,08/2019,6164,-32.15405,115.84445
1 Mottee Road,Bateman,778000,4,2,2.0,757,182,1982.0,03/2016,6150,-32.05602,115.84681
1 Mudalla Way,Koongamia,385000,3,1,1.0,675,91,1959.0,09/2015,6056,-31.90607,116.04231
1 Mulberry Lane,Mirrabooka,410000,2,1,1.0,728,83,1988.0,02/2015,6061,-31.85864883,115.8671347
1 Mulgrave Loop,Mindarie,610000,5,2,2.0,711,274,2004.0,11/2020,6030,-31.67824124,115.7088917
1 Myhill Mews,Leda,215000,3,1,1.0,568,110,1993.0,08/2017,6170,-32.26273,115.80221
1 Namoi Street,Hammond Park,595000,4,1,,642,229,2006.0,10/2019,6164,-32.16283412,115.8454817
1 Nardie Place,Hillman,320000,3,1,2.0,682,152,1976.0,06/2014,6168,-32.28552,115.76148
1 Narla Place,Koongamia,262000,2,1,,751,90,1959.0,02/2010,6056,-31.90288,116.03947
1 Nettia Place,Bennett Springs,525000,4,2,2.0,558,198,,09/2014,6063,-31.85995266,115.9231624
1 New Ross Lane,Waterford,1050000,4,2,3.0,606,293,2001.0,11/2011,6152,-32.01535,115.89054
1 Newman Place,Kenwick,370000,7,2,2.0,670,199,1975.0,08/2019,6107,-32.03205495,115.9839055
1 Newmarket Retreat,Currambine,540000,4,3,2.0,734,169,1998.0,11/2019,6028,-31.74052,115.75349
1 newquay Street,Harrisdale,462500,4,2,2.0,451,190,2010.0,12/2018,6112,-32.11730851,115.929792
1 Niagara Cove,Bentley,438000,5,2,4.0,439,135,1996.0,12/2018,6102,-32.00766186,115.9140864
1 Nicholas Crescent,Hilton,467500,2,1,2.0,900,110,1951.0,12/2015,6163,-32.07035301,115.7819202
1 Nobilis Street,Beeliar,500000,4,2,2.0,477,184,2015.0,08/2019,6164,-32.13312954,115.8088136
1 Norfolk Rise,Mount Claremont,1900000,5,2,4.0,969,352,1992.0,09/2019,6010,-31.9633,115.78282
1 Northerly Avenue,Ascot,854000,3,2,2.0,304,189,2011.0,03/2015,6104,-31.93709715,115.9185057
1 Nundah Court,Glen Forrest,520000,3,1,2.0,1819,122,,08/2016,6071,-31.91779,116.10188
1 Nyjong Street,Kenwick,350000,4,2,2.0,431,141,1999.0,10/2018,6107,-32.04740777,115.9738778
1 Oakwood Court,Beechboro,475000,4,2,2.0,594,158,1991.0,06/2017,6063,-31.86783,115.92082
1 Oban Court,Duncraig,1115000,4,4,7.0,703,343,1980.0,07/2018,6023,-31.83433,115.77879
1 Odell Court,Carine,800000,4,2,4.0,712,120,1977.0,12/2016,6020,-31.84761,115.78237
1 Odell Street,Secret Harbour,385000,4,2,2.0,572,209,2005.0,08/2019,6173,-32.416,115.768131
1 Odessa Place,Beldon,550000,4,2,,723,148,,08/2015,6027,-31.77401,115.76383
1 Offord Street,Armadale,176500,3,1,1.0,694,109,1977.0,11/2019,6112,-32.15956,116.0022
1 Ollera Meander,Carramar,435000,4,2,2.0,741,187,,03/2017,6031,-31.71143,115.77914
1 Ollis Street,Safety Bay,360000,4,1,2.0,931,121,1972.0,02/2018,6169,-32.30174,115.71788
1 O'Mara Boulevard,Iluka,625000,4,2,2.0,355,225,2004.0,11/2020,6028,-31.73456015,115.7317112
1 Orange Valley Road,Kalamunda,582500,3,1,3.0,1070,86,1930.0,11/2020,6076,-31.97903,116.05679
1 Orsulich Loop,Spearwood,408000,3,2,2.0,328,113,,08/2020,6163,-32.11159241,115.7812942
1 Otway Street,Swanbourne,2302500,5,3,4.0,405,235,1930.0,05/2016,6010,-31.98102,115.76982
1 Palos Court,Sorrento,680000,4,2,3.0,607,210,1985.0,05/2020,6020,-31.82421,115.75973
1 Parish Lane,Churchlands,1400000,4,3,2.0,550,309,2003.0,06/2016,6018,-31.91618,115.79672
1 Park Lane,Kardinya,610000,4,2,2.0,549,182,1990.0,11/2019,6163,-32.0659,115.82623
1 Parkwood Avenue,Woodvale,554500,3,2,2.0,409,143,1992.0,11/2018,6026,-31.77945863,115.7863487
1 Peaceful Close,Marangaroo,420000,4,2,2.0,689,149,1998.0,06/2017,6064,-31.82195,115.84349
1 Pearson Crescent,Bull Creek,950000,6,3,6.0,691,260,1976.0,12/2017,6149,-32.06045,115.86766
1 Pedalstone Drive,Southern River,705000,4,2,,769,271,2008.0,07/2020,6110,-32.10177,115.94081
1 Peet Crescent,Trigg,780000,3,1,1.0,527,102,1974.0,07/2016,6029,-31.88597462,115.7608859
1 Pelion Court,Middle Swan,505000,4,2,2.0,484,184,2010.0,05/2014,6056,-31.87366996,116.0147774
1 Penn Lane,Hammond Park,515000,4,2,2.0,604,215,2003.0,01/2020,6164,-32.15997,115.8498
1 Penson Street,Singleton,345000,3,1,5.0,783,112,1990.0,07/2018,6175,-32.45555,115.75736
1 Pera Mews,Beldon,460000,4,1,2.0,718,120,1987.0,10/2014,6027,-31.78046,115.75923
1 Peter Way,Rossmoyne,1778000,5,3,3.0,950,388,2013.0,12/2018,6148,-32.04305,115.86412
1 Piermont Avenue,Burns Beach,900000,4,3,2.0,550,315,2008.0,07/2017,6028,-31.72401491,115.7303725
1 Pimelea Rise,Beeliar,495000,4,2,2.0,472,158,,11/2018,6164,-32.12854,115.81508
1 Pixie Place,Two Rocks,395000,5,2,4.0,536,227,2011.0,09/2020,6037,-31.504585,115.602387
1 Platypus Parkway,Beeliar,605000,4,2,2.0,567,217,,10/2018,6164,-32.13410411,115.8135413
1 Plover Way,Stirling,625000,3,2,3.0,641,164,1980.0,08/2020,6021,-31.87561,115.80505
1 Poinsettia Grove,South Lake,499000,4,2,2.0,700,216,1994.0,06/2016,6164,-32.09855,115.84578
1 Point Link,Alkimos,595000,4,2,2.0,631,255,2011.0,01/2019,6038,-31.60087269,115.6807476
1 Polglase Fairway,Clarkson,379000,4,2,2.0,662,210,1998.0,09/2020,6030,-31.68787,115.72299
1 Portland Way,Ridgewood,520000,4,2,2.0,653,166,2007.0,04/2015,6030,-31.657677,115.724889
1 Portsea Gardens,Jandakot,912000,4,3,2.0,593,323,1998.0,07/2014,6164,-32.10077,115.85451
1 Presto Close,Quinns Rocks,475000,4,2,,607,166,2001.0,01/2020,6030,-31.66272,115.69709
1 Printer Street,Dianella,560000,2,1,,684,164,1970.0,07/2020,6059,-31.89372,115.87927
1 Punai Place,Bickley,1000000,5,3,2.0,60024,236,1990.0,06/2009,6076,-32.00298,116.10673
1 Pursuit Close,Middle Swan,407000,4,2,1.0,615,136,1992.0,10/2015,6056,-31.87106,116.02654
1 Purvis Street,Hamilton Hill,470000,3,1,5.0,839,108,1960.0,07/2020,6163,-32.08354,115.79319
1 Quail Place,Langford,440000,4,1,1.0,800,116,1985.0,09/2015,6147,-32.03925,115.94447
1 Quenda Close,Beeliar,520000,4,2,2.0,545,211,2000.0,02/2019,6164,-32.12801,115.81709
1 Ragtime Court,Ascot,440000,3,2,1.0,250,99,1997.0,01/2016,6104,-31.92747,115.94654
1 Ramose Close,Heathridge,415000,3,1,1.0,712,96,1979.0,09/2020,6027,-31.76293,115.76445
1 Reflection Mews,Safety Bay,419000,3,2,2.0,741,214,2005.0,07/2019,6169,-32.30085198,115.7197475
1 Regatta Way,Alkimos,307000,4,2,2.0,370,144,2015.0,11/2019,6038,-31.60184192,115.6763786
1 Regent Court,Cockburn Central,515000,3,2,2.0,476,163,2001.0,11/2014,6164,-32.12682,115.845827
1 Reginald Street,Queens Park,670000,5,3,2.0,634,334,2013.0,11/2016,6107,-32.00268524,115.9546466
1 Reilly Street,Singleton,330000,3,1,1.0,964,100,1958.0,06/2017,6175,-32.44782,115.75332
1 Reinagle Street,Ashby,539000,4,2,4.0,606,267,2006.0,04/2017,6065,-31.72839,115.79846
1 Repens Way,Banksia Grove,370000,4,2,2.0,549,220,2006.0,07/2019,6031,-31.70068425,115.8044033
1 Reserve Street,Bicton,1820000,5,2,3.0,565,344,2000.0,04/2019,6157,-32.023018,115.785058
1 Retchford Way,Queens Park,560000,4,2,2.0,463,194,2010.0,04/2018,6107,-32.00498497,115.9521355
1 Reuben Street,Beaconsfield,590000,3,1,2.0,256,115,1960.0,12/2017,6162,-32.06387863,115.7576047
1 Riber Court,Carine,925000,5,3,2.0,741,283,1981.0,08/2016,6020,-31.85137028,115.7924463
1 Richards Crescent,Craigie,440000,3,1,,741,108,1986.0,03/2017,6025,-31.7799,115.77321
1 Rigoll Court,Mundijong,400000,3,1,2.0,873,106,1986.0,02/2014,6123,-32.28693,115.98654
1 Ringarooma Way,Willetton,670000,4,2,2.0,764,167,1984.0,12/2019,6155,-32.05836,115.89553
1 Ringmer Way,Westminster,380000,3,2,2.0,773,104,2007.0,11/2016,6061,-31.87030004,115.8414049
1 River Bank Boulevard,South Guildford,750000,4,2,2.0,632,224,,08/2015,6055,-31.89746,115.9871
1 River Bed Pass,Wilson,765000,4,2,2.0,722,181,1994.0,08/2019,6107,-32.02723,115.90929
1 Riverdale Road,Helena Valley,415000,4,2,2.0,626,154,1994.0,12/2018,6056,-31.916209,116.029513
1 Robert Street,Dalkeith,1700000,3,2,2.0,809,210,1964.0,02/2016,6009,-31.99276,115.79193
1 Robyn Street,Morley,520000,3,1,2.0,742,293,1964.0,12/2019,6062,-31.88360862,115.8882252
1 ROKER Way,Brabham,344000,3,2,2.0,323,119,,11/2018,6055,-31.81819146,115.9677547
1 Romani Court,Lockridge,400000,4,2,2.0,418,108,1999.0,05/2015,6054,-31.885,115.9474
1 Rosalind Court,Rossmoyne,1110000,4,2,2.0,877,226,1970.0,12/2018,6148,-32.04082519,115.870132
1 Rose Bay Court,Kallaroo,1150000,4,3,2.0,868,285,1992.0,01/2016,6025,-31.78729,115.7368
1 ROSTRATUS Link,Dayton,480000,3,2,2.0,395,146,2015.0,11/2016,6055,-31.86142468,115.9726678
1 Rothsay Crescent,Menora,915000,3,1,1.0,745,118,1952.0,04/2016,6050,-31.9183976,115.8629971
1 Rowe Place,Noranda,620000,3,2,2.0,801,150,2016.0,05/2017,6062,-31.87743947,115.8802942
1 Royal Melbourne Avenue,Connolly,705000,4,2,2.0,774,211,1990.0,07/2020,6027,-31.75275,115.75204
1 Royce Grove,Booragoon,932000,2,1,2.0,786,205,1982.0,10/2020,6154,-32.04205,115.82814
1 Ruby Avenue,Langford,482000,4,2,4.0,749,138,2000.0,05/2015,6147,-32.03383,115.94082
1 Ruby Court,Mount Richon,589000,5,2,1.0,1606,202,1987.0,01/2015,6112,-32.159955,116.0238033
1 Rudge Place,Lockridge,320000,3,1,1.0,475,93,1972.0,06/2014,6054,-31.88383025,115.9552588
1 Sabro Lane,Caversham,463000,3,2,2.0,429,170,,12/2016,6055,-31.86622648,115.9683871
1 Salamanca Parkway,Port Kennedy,345000,3,2,2.0,604,242,,03/2019,6172,-32.35546,115.76469
1 Salisbury Road,Beechboro,350000,4,1,1.0,539,110,1975.0,01/2017,6063,-31.87159,115.9329
1 Salmond Way,Bull Creek,802000,4,2,,775,249,1990.0,10/2017,6149,-32.0499631,115.8619822
1 Salvin Road,Gwelup,820000,4,2,2.0,302,205,2011.0,07/2015,6018,-31.87505528,115.7967669
1 Samos Place,Mindarie,790000,4,2,3.0,729,329,1995.0,12/2018,6030,-31.69037,115.7087
1 Sandalford Drive,Beldon,504000,3,1,1.0,690,120,1983.0,12/2015,6027,-31.77478,115.77203
1 Sandridge Street,Banksia Grove,330000,3,2,2.0,268,135,,10/2017,6031,-31.68985631,115.8080169
1 Sandringham Street,Trigg,1051000,3,2,2.0,817,145,1972.0,04/2017,6029,-31.88519996,115.7610159
1 Sapium Way,Woodvale,565000,4,2,4.0,546,204,,04/2019,6026,-31.79484,115.79616
1 Scarcliffe Way,Carine,1125000,5,3,,980,211,1988.0,11/2017,6020,-31.85297,115.76803
1 Scott Street,Kewdale,472000,3,2,2.0,331,139,2009.0,08/2017,6105,-31.97556419,115.9386716
1 Seabreeze Avenue,Burns Beach,860000,4,2,2.0,653,361,,06/2020,6028,-31.72319147,115.7203563
1 Seaflight Court,Heathridge,560000,5,2,2.0,904,159,1997.0,11/2019,6027,-31.75619,115.76207
1 Searle Road,Ardross,1390000,6,3,3.0,527,327,2006.0,10/2017,6153,-32.03168,115.8318
1 Sedge Link,Atwell,520000,4,2,2.0,558,255,2004.0,10/2018,6164,-32.1485618,115.8709936
1 Sellenger Avenue,Samson,462000,4,2,2.0,710,178,1981.0,05/2011,6163,-32.06761721,115.8008833
1 Seton Lane,Kinross,550000,4,2,2.0,725,231,1999.0,01/2017,6028,-31.71612,115.72981
1 Shackleton Street,Bassendean,600000,3,2,2.0,535,131,1923.0,02/2020,6054,-31.90961,115.94662
1 Sheppard Way,Marmion,1480000,4,3,2.0,708,428,1980.0,02/2017,6020,-31.84399,115.75399
1 Shiralee Bend,Carramar,650000,4,2,2.0,631,249,2006.0,03/2017,6031,-31.71055,115.79688
1 Shoal Court,Coogee,710000,4,2,2.0,885,182,1990.0,11/2020,6166,-32.12684,115.77035
1 Short Street,North Beach,912000,3,1,3.0,552,70,1973.0,10/2018,6020,-31.86238,115.75471
1 Silica Road,Wattle Grove,491000,4,2,2.0,531,22,,06/2016,6107,-31.99363062,115.9856234
1 Silky Lane,Wandi,303000,4,1,,437,199,2016.0,02/2015,6167,-32.19984019,115.8607572
1 Simon Place,City Beach,1450000,3,1,,993,200,1968.0,11/2019,6015,-31.92376,115.7645
1 Sistina Road,Ashby,450000,4,2,2.0,598,226,2006.0,02/2015,6065,-31.73741,115.79968
1 Skottowe Parkway,Parmelia,272000,3,1,2.0,680,119,,11/2016,6167,-32.25716,115.82251
1 Skye Lane,Ellenbrook,320000,3,2,2.0,386,150,2008.0,04/2020,6069,-31.76905861,115.9753687
1 Smailes Elbow,Brookdale,228750,3,2,2.0,385,133,2013.0,07/2013,6112,-32.17057292,116.0057903
